COORDINATE,GEO,Age group,Sex,Response,Estimates,UOM,SCALAR_FACTOR,VECTOR,VALUE,STATUS
8.4.1.1.1,Prince Edward Island,65 years and over,Both sexes,"Total, job satisfaction",Number of persons,Persons,thousands,v116750649,,F
8.4.1.1.2,Prince Edward Island,65 years and over,Both sexes,"Total, job satisfaction",Percentage of persons,Percent,units ,v116750650,,F
8.4.1.1.3,Prince Edward Island,65 years and over,Both sexes,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116750651,,F
8.4.1.1.4,Prince Edward Island,65 years and over,Both sexes,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116750652,,F
8.4.1.8.1,Prince Edward Island,65 years and over,Both sexes,Very satisfied or satisfied,Number of persons,Persons,thousands,v116750653,,F
8.4.1.8.2,Prince Edward Island,65 years and over,Both sexes,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116750654,,F
8.4.1.8.3,Prince Edward Island,65 years and over,Both sexes,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116750655,,F
8.4.1.8.4,Prince Edward Island,65 years and over,Both sexes,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116750656,,F
8.4.1.2.1,Prince Edward Island,65 years and over,Both sexes,Very satisfied,Number of persons,Persons,thousands,v116750657,,F
8.4.1.2.2,Prince Edward Island,65 years and over,Both sexes,Very satisfied,Percentage of persons,Percent,units ,v116750658,,F
8.4.1.2.3,Prince Edward Island,65 years and over,Both sexes,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116750659,,F
8.4.1.2.4,Prince Edward Island,65 years and over,Both sexes,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116750660,,F
8.4.1.3.1,Prince Edward Island,65 years and over,Both sexes,Satisfied,Number of persons,Persons,thousands,v116750661,,F
8.4.1.3.2,Prince Edward Island,65 years and over,Both sexes,Satisfied,Percentage of persons,Percent,units ,v116750662,,F
8.4.1.3.3,Prince Edward Island,65 years and over,Both sexes,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116750663,,F
8.4.1.3.4,Prince Edward Island,65 years and over,Both sexes,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116750664,,F
8.4.1.4.1,Prince Edward Island,65 years and over,Both sexes,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116750665,,F
8.4.1.4.2,Prince Edward Island,65 years and over,Both sexes,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116750666,,F
8.4.1.4.3,Prince Edward Island,65 years and over,Both sexes,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116750667,,F
8.4.1.4.4,Prince Edward Island,65 years and over,Both sexes,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116750668,,F
8.4.1.9.1,Prince Edward Island,65 years and over,Both sexes,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116750669,,F
8.4.1.9.2,Prince Edward Island,65 years and over,Both sexes,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116750670,,F
8.4.1.9.3,Prince Edward Island,65 years and over,Both sexes,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116750671,,F
8.4.1.9.4,Prince Edward Island,65 years and over,Both sexes,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116750672,,F
8.4.1.5.1,Prince Edward Island,65 years and over,Both sexes,Dissatisfied,Number of persons,Persons,thousands,v116750673,,F
8.4.1.5.2,Prince Edward Island,65 years and over,Both sexes,Dissatisfied,Percentage of persons,Percent,units ,v116750674,,F
8.4.1.5.3,Prince Edward Island,65 years and over,Both sexes,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116750675,,F
8.4.1.5.4,Prince Edward Island,65 years and over,Both sexes,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116750676,,F
8.4.1.6.1,Prince Edward Island,65 years and over,Both sexes,Very dissatisfied,Number of persons,Persons,thousands,v116750677,,F
8.4.1.6.2,Prince Edward Island,65 years and over,Both sexes,Very dissatisfied,Percentage of persons,Percent,units ,v116750678,,F
8.4.1.6.3,Prince Edward Island,65 years and over,Both sexes,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116750679,,F
8.4.1.6.4,Prince Edward Island,65 years and over,Both sexes,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116750680,,F
8.4.1.7.1,Prince Edward Island,65 years and over,Both sexes,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116750681,,F
8.4.1.7.2,Prince Edward Island,65 years and over,Both sexes,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116750682,,F
8.4.1.7.3,Prince Edward Island,65 years and over,Both sexes,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116750683,,F
8.4.1.7.4,Prince Edward Island,65 years and over,Both sexes,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116750684,,F
8.4.2.1.1,Prince Edward Island,65 years and over,Male,"Total, job satisfaction",Number of persons,Persons,thousands,v116750685,,F
8.4.2.1.2,Prince Edward Island,65 years and over,Male,"Total, job satisfaction",Percentage of persons,Percent,units ,v116750686,,F
8.4.2.1.3,Prince Edward Island,65 years and over,Male,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116750687,,F
8.4.2.1.4,Prince Edward Island,65 years and over,Male,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116750688,,F
8.4.2.8.1,Prince Edward Island,65 years and over,Male,Very satisfied or satisfied,Number of persons,Persons,thousands,v116750689,,F
8.4.2.8.2,Prince Edward Island,65 years and over,Male,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116750690,,F
8.4.2.8.3,Prince Edward Island,65 years and over,Male,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116750691,,F
8.4.2.8.4,Prince Edward Island,65 years and over,Male,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116750692,,F
8.4.2.2.1,Prince Edward Island,65 years and over,Male,Very satisfied,Number of persons,Persons,thousands,v116750693,,F
8.4.2.2.2,Prince Edward Island,65 years and over,Male,Very satisfied,Percentage of persons,Percent,units ,v116750694,,F
8.4.2.2.3,Prince Edward Island,65 years and over,Male,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116750695,,F
8.4.2.2.4,Prince Edward Island,65 years and over,Male,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116750696,,F
8.4.2.3.1,Prince Edward Island,65 years and over,Male,Satisfied,Number of persons,Persons,thousands,v116750697,,F
8.4.2.3.2,Prince Edward Island,65 years and over,Male,Satisfied,Percentage of persons,Percent,units ,v116750698,,F
8.4.2.3.3,Prince Edward Island,65 years and over,Male,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116750699,,F
8.4.2.3.4,Prince Edward Island,65 years and over,Male,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116750700,,F
8.4.2.4.1,Prince Edward Island,65 years and over,Male,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116750701,,F
8.4.2.4.2,Prince Edward Island,65 years and over,Male,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116750702,,F
8.4.2.4.3,Prince Edward Island,65 years and over,Male,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116750703,,F
8.4.2.4.4,Prince Edward Island,65 years and over,Male,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116750704,,F
8.4.2.9.1,Prince Edward Island,65 years and over,Male,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116750705,,F
8.4.2.9.2,Prince Edward Island,65 years and over,Male,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116750706,,F
8.4.2.9.3,Prince Edward Island,65 years and over,Male,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116750707,,F
8.4.2.9.4,Prince Edward Island,65 years and over,Male,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116750708,,F
8.4.2.5.1,Prince Edward Island,65 years and over,Male,Dissatisfied,Number of persons,Persons,thousands,v116750709,,F
8.4.2.5.2,Prince Edward Island,65 years and over,Male,Dissatisfied,Percentage of persons,Percent,units ,v116750710,,F
8.4.2.5.3,Prince Edward Island,65 years and over,Male,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116750711,,F
8.4.2.5.4,Prince Edward Island,65 years and over,Male,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116750712,,F
8.4.2.6.1,Prince Edward Island,65 years and over,Male,Very dissatisfied,Number of persons,Persons,thousands,v116750713,,F
8.4.2.6.2,Prince Edward Island,65 years and over,Male,Very dissatisfied,Percentage of persons,Percent,units ,v116750714,,F
8.4.2.6.3,Prince Edward Island,65 years and over,Male,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116750715,,F
8.4.2.6.4,Prince Edward Island,65 years and over,Male,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116750716,,F
8.4.2.7.1,Prince Edward Island,65 years and over,Male,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116750717,,F
8.4.2.7.2,Prince Edward Island,65 years and over,Male,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116750718,,F
8.4.2.7.3,Prince Edward Island,65 years and over,Male,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116750719,,F
8.4.2.7.4,Prince Edward Island,65 years and over,Male,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116750720,,F
8.4.3.1.1,Prince Edward Island,65 years and over,Female,"Total, job satisfaction",Number of persons,Persons,thousands,v116750721,,F
8.4.3.1.2,Prince Edward Island,65 years and over,Female,"Total, job satisfaction",Percentage of persons,Percent,units ,v116750722,,F
8.4.3.1.3,Prince Edward Island,65 years and over,Female,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116750723,,F
8.4.3.1.4,Prince Edward Island,65 years and over,Female,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116750724,,F
8.4.3.8.1,Prince Edward Island,65 years and over,Female,Very satisfied or satisfied,Number of persons,Persons,thousands,v116750725,,F
8.4.3.8.2,Prince Edward Island,65 years and over,Female,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116750726,,F
8.4.3.8.3,Prince Edward Island,65 years and over,Female,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116750727,,F
8.4.3.8.4,Prince Edward Island,65 years and over,Female,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116750728,,F
8.4.3.2.1,Prince Edward Island,65 years and over,Female,Very satisfied,Number of persons,Persons,thousands,v116750729,,F
8.4.3.2.2,Prince Edward Island,65 years and over,Female,Very satisfied,Percentage of persons,Percent,units ,v116750730,,F
8.4.3.2.3,Prince Edward Island,65 years and over,Female,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116750731,,F
8.4.3.2.4,Prince Edward Island,65 years and over,Female,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116750732,,F
8.4.3.3.1,Prince Edward Island,65 years and over,Female,Satisfied,Number of persons,Persons,thousands,v116750733,,F
8.4.3.3.2,Prince Edward Island,65 years and over,Female,Satisfied,Percentage of persons,Percent,units ,v116750734,,F
8.4.3.3.3,Prince Edward Island,65 years and over,Female,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116750735,,F
8.4.3.3.4,Prince Edward Island,65 years and over,Female,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116750736,,F
8.4.3.4.1,Prince Edward Island,65 years and over,Female,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116750737,,F
8.4.3.4.2,Prince Edward Island,65 years and over,Female,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116750738,,F
8.4.3.4.3,Prince Edward Island,65 years and over,Female,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116750739,,F
8.4.3.4.4,Prince Edward Island,65 years and over,Female,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116750740,,F
8.4.3.9.1,Prince Edward Island,65 years and over,Female,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116750741,,F
8.4.3.9.2,Prince Edward Island,65 years and over,Female,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116750742,,F
8.4.3.9.3,Prince Edward Island,65 years and over,Female,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116750743,,F
8.4.3.9.4,Prince Edward Island,65 years and over,Female,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116750744,,F
8.4.3.5.1,Prince Edward Island,65 years and over,Female,Dissatisfied,Number of persons,Persons,thousands,v116750745,,F
8.4.3.5.2,Prince Edward Island,65 years and over,Female,Dissatisfied,Percentage of persons,Percent,units ,v116750746,,F
8.4.3.5.3,Prince Edward Island,65 years and over,Female,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116750747,,F
8.4.3.5.4,Prince Edward Island,65 years and over,Female,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116750748,,F
8.4.3.6.1,Prince Edward Island,65 years and over,Female,Very dissatisfied,Number of persons,Persons,thousands,v116750749,,F
8.4.3.6.2,Prince Edward Island,65 years and over,Female,Very dissatisfied,Percentage of persons,Percent,units ,v116750750,,F
8.4.3.6.3,Prince Edward Island,65 years and over,Female,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116750751,,F
8.4.3.6.4,Prince Edward Island,65 years and over,Female,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116750752,,F
8.4.3.7.1,Prince Edward Island,65 years and over,Female,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116750753,,F
8.4.3.7.2,Prince Edward Island,65 years and over,Female,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116750754,,F
8.4.3.7.3,Prince Edward Island,65 years and over,Female,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116750755,,F
8.4.3.7.4,Prince Edward Island,65 years and over,Female,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116750756,,F
8.9.1.1.1,Prince Edward Island,65 to 74 years,Both sexes,"Total, job satisfaction",Number of persons,Persons,thousands,v116750757,,F
8.9.1.1.2,Prince Edward Island,65 to 74 years,Both sexes,"Total, job satisfaction",Percentage of persons,Percent,units ,v116750758,,F
8.9.1.1.3,Prince Edward Island,65 to 74 years,Both sexes,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116750759,,F
8.9.1.1.4,Prince Edward Island,65 to 74 years,Both sexes,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116750760,,F
8.9.1.8.1,Prince Edward Island,65 to 74 years,Both sexes,Very satisfied or satisfied,Number of persons,Persons,thousands,v116750761,,F
8.9.1.8.2,Prince Edward Island,65 to 74 years,Both sexes,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116750762,,F
8.9.1.8.3,Prince Edward Island,65 to 74 years,Both sexes,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116750763,,F
8.9.1.8.4,Prince Edward Island,65 to 74 years,Both sexes,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116750764,,F
8.9.1.2.1,Prince Edward Island,65 to 74 years,Both sexes,Very satisfied,Number of persons,Persons,thousands,v116750765,,F
8.9.1.2.2,Prince Edward Island,65 to 74 years,Both sexes,Very satisfied,Percentage of persons,Percent,units ,v116750766,,F
8.9.1.2.3,Prince Edward Island,65 to 74 years,Both sexes,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116750767,,F
8.9.1.2.4,Prince Edward Island,65 to 74 years,Both sexes,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116750768,,F
8.9.1.3.1,Prince Edward Island,65 to 74 years,Both sexes,Satisfied,Number of persons,Persons,thousands,v116750769,,F
8.9.1.3.2,Prince Edward Island,65 to 74 years,Both sexes,Satisfied,Percentage of persons,Percent,units ,v116750770,,F
8.9.1.3.3,Prince Edward Island,65 to 74 years,Both sexes,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116750771,,F
8.9.1.3.4,Prince Edward Island,65 to 74 years,Both sexes,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116750772,,F
