COORDINATE,GEO,Age group,Sex,Response,Estimates,UOM,SCALAR_FACTOR,VECTOR,VALUE,STATUS
7.5.2.7.4,Newfoundland and Labrador,25 to 54 years,Male,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116749100,N/A,F
7.5.3.1.1,Newfoundland and Labrador,25 to 54 years,Female,"Total, job satisfaction",Number of persons,Persons,thousands,v116749101,72.0,N/A
7.5.3.1.2,Newfoundland and Labrador,25 to 54 years,Female,"Total, job satisfaction",Percentage of persons,Percent,units ,v116749102,100.0,N/A
7.5.3.1.3,Newfoundland and Labrador,25 to 54 years,Female,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116749103,100.0,N/A
7.5.3.1.4,Newfoundland and Labrador,25 to 54 years,Female,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116749104,100.0,N/A
7.5.3.8.1,Newfoundland and Labrador,25 to 54 years,Female,Very satisfied or satisfied,Number of persons,Persons,thousands,v116749105,64.0,N/A
7.5.3.8.2,Newfoundland and Labrador,25 to 54 years,Female,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116749106,89.0,N/A
7.5.3.8.3,Newfoundland and Labrador,25 to 54 years,Female,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116749107,83.0,N/A
7.5.3.8.4,Newfoundland and Labrador,25 to 54 years,Female,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116749108,93.1,N/A
7.5.3.2.1,Newfoundland and Labrador,25 to 54 years,Female,Very satisfied,Number of persons,Persons,thousands,v116749109,23.0,N/A
7.5.3.2.2,Newfoundland and Labrador,25 to 54 years,Female,Very satisfied,Percentage of persons,Percent,units ,v116749110,31.2,N/A
7.5.3.2.3,Newfoundland and Labrador,25 to 54 years,Female,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116749111,24.3,N/A
7.5.3.2.4,Newfoundland and Labrador,25 to 54 years,Female,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116749112,39.1,N/A
7.5.3.3.1,Newfoundland and Labrador,25 to 54 years,Female,Satisfied,Number of persons,Persons,thousands,v116749113,42.0,N/A
7.5.3.3.2,Newfoundland and Labrador,25 to 54 years,Female,Satisfied,Percentage of persons,Percent,units ,v116749114,57.8,N/A
7.5.3.3.3,Newfoundland and Labrador,25 to 54 years,Female,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116749115,49.8,N/A
7.5.3.3.4,Newfoundland and Labrador,25 to 54 years,Female,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116749116,65.4,N/A
7.5.3.4.1,Newfoundland and Labrador,25 to 54 years,Female,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116749117,6.0,E
7.5.3.4.2,Newfoundland and Labrador,25 to 54 years,Female,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116749118,8.2,E
7.5.3.4.3,Newfoundland and Labrador,25 to 54 years,Female,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116749119,4.8,N/A
7.5.3.4.4,Newfoundland and Labrador,25 to 54 years,Female,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116749120,13.9,N/A
7.5.3.9.1,Newfoundland and Labrador,25 to 54 years,Female,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116749121,N/A,F
7.5.3.9.2,Newfoundland and Labrador,25 to 54 years,Female,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116749122,N/A,F
7.5.3.9.3,Newfoundland and Labrador,25 to 54 years,Female,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116749123,N/A,F
7.5.3.9.4,Newfoundland and Labrador,25 to 54 years,Female,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116749124,N/A,F
7.5.3.5.1,Newfoundland and Labrador,25 to 54 years,Female,Dissatisfied,Number of persons,Persons,thousands,v116749125,N/A,F
7.5.3.5.2,Newfoundland and Labrador,25 to 54 years,Female,Dissatisfied,Percentage of persons,Percent,units ,v116749126,N/A,F
7.5.3.5.3,Newfoundland and Labrador,25 to 54 years,Female,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116749127,N/A,F
7.5.3.5.4,Newfoundland and Labrador,25 to 54 years,Female,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116749128,N/A,F
7.5.3.6.1,Newfoundland and Labrador,25 to 54 years,Female,Very dissatisfied,Number of persons,Persons,thousands,v116749129,N/A,F
7.5.3.6.2,Newfoundland and Labrador,25 to 54 years,Female,Very dissatisfied,Percentage of persons,Percent,units ,v116749130,N/A,F
7.5.3.6.3,Newfoundland and Labrador,25 to 54 years,Female,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116749131,N/A,F
7.5.3.6.4,Newfoundland and Labrador,25 to 54 years,Female,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116749132,N/A,F
7.5.3.7.1,Newfoundland and Labrador,25 to 54 years,Female,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116749133,N/A,F
7.5.3.7.2,Newfoundland and Labrador,25 to 54 years,Female,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116749134,N/A,F
7.5.3.7.3,Newfoundland and Labrador,25 to 54 years,Female,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116749135,N/A,F
7.5.3.7.4,Newfoundland and Labrador,25 to 54 years,Female,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116749136,N/A,F
7.6.1.1.1,Newfoundland and Labrador,25 to 34 years,Both sexes,"Total, job satisfaction",Number of persons,Persons,thousands,v116749137,45.0,N/A
7.6.1.1.2,Newfoundland and Labrador,25 to 34 years,Both sexes,"Total, job satisfaction",Percentage of persons,Percent,units ,v116749138,100.0,N/A
7.6.1.1.3,Newfoundland and Labrador,25 to 34 years,Both sexes,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116749139,100.0,N/A
7.6.1.1.4,Newfoundland and Labrador,25 to 34 years,Both sexes,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116749140,100.0,N/A
7.6.1.8.1,Newfoundland and Labrador,25 to 34 years,Both sexes,Very satisfied or satisfied,Number of persons,Persons,thousands,v116749141,36.0,N/A
7.6.1.8.2,Newfoundland and Labrador,25 to 34 years,Both sexes,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116749142,79.1,N/A
7.6.1.8.3,Newfoundland and Labrador,25 to 34 years,Both sexes,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116749143,66.4,N/A
7.6.1.8.4,Newfoundland and Labrador,25 to 34 years,Both sexes,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116749144,87.8,N/A
7.6.1.2.1,Newfoundland and Labrador,25 to 34 years,Both sexes,Very satisfied,Number of persons,Persons,thousands,v116749145,13.0,E
7.6.1.2.2,Newfoundland and Labrador,25 to 34 years,Both sexes,Very satisfied,Percentage of persons,Percent,units ,v116749146,29.3,E
7.6.1.2.3,Newfoundland and Labrador,25 to 34 years,Both sexes,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116749147,20.2,N/A
7.6.1.2.4,Newfoundland and Labrador,25 to 34 years,Both sexes,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116749148,40.6,N/A
7.6.1.3.1,Newfoundland and Labrador,25 to 34 years,Both sexes,Satisfied,Number of persons,Persons,thousands,v116749149,23.0,N/A
7.6.1.3.2,Newfoundland and Labrador,25 to 34 years,Both sexes,Satisfied,Percentage of persons,Percent,units ,v116749150,49.7,N/A
7.6.1.3.3,Newfoundland and Labrador,25 to 34 years,Both sexes,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116749151,38.6,N/A
7.6.1.3.4,Newfoundland and Labrador,25 to 34 years,Both sexes,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116749152,60.9,N/A
7.6.1.4.1,Newfoundland and Labrador,25 to 34 years,Both sexes,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116749153,N/A,F
7.6.1.4.2,Newfoundland and Labrador,25 to 34 years,Both sexes,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116749154,N/A,F
7.6.1.4.3,Newfoundland and Labrador,25 to 34 years,Both sexes,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116749155,N/A,F
7.6.1.4.4,Newfoundland and Labrador,25 to 34 years,Both sexes,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116749156,N/A,F
7.6.1.9.1,Newfoundland and Labrador,25 to 34 years,Both sexes,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116749157,N/A,F
7.6.1.9.2,Newfoundland and Labrador,25 to 34 years,Both sexes,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116749158,N/A,F
7.6.1.9.3,Newfoundland and Labrador,25 to 34 years,Both sexes,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116749159,N/A,F
7.6.1.9.4,Newfoundland and Labrador,25 to 34 years,Both sexes,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116749160,N/A,F
7.6.1.5.1,Newfoundland and Labrador,25 to 34 years,Both sexes,Dissatisfied,Number of persons,Persons,thousands,v116749161,N/A,F
7.6.1.5.2,Newfoundland and Labrador,25 to 34 years,Both sexes,Dissatisfied,Percentage of persons,Percent,units ,v116749162,N/A,F
7.6.1.5.3,Newfoundland and Labrador,25 to 34 years,Both sexes,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116749163,N/A,F
7.6.1.5.4,Newfoundland and Labrador,25 to 34 years,Both sexes,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116749164,N/A,F
7.6.1.6.1,Newfoundland and Labrador,25 to 34 years,Both sexes,Very dissatisfied,Number of persons,Persons,thousands,v116749165,N/A,F
7.6.1.6.2,Newfoundland and Labrador,25 to 34 years,Both sexes,Very dissatisfied,Percentage of persons,Percent,units ,v116749166,N/A,F
7.6.1.6.3,Newfoundland and Labrador,25 to 34 years,Both sexes,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116749167,N/A,F
7.6.1.6.4,Newfoundland and Labrador,25 to 34 years,Both sexes,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116749168,N/A,F
7.6.1.7.1,Newfoundland and Labrador,25 to 34 years,Both sexes,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116749169,N/A,F
7.6.1.7.2,Newfoundland and Labrador,25 to 34 years,Both sexes,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116749170,N/A,F
7.6.1.7.3,Newfoundland and Labrador,25 to 34 years,Both sexes,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116749171,N/A,F
7.6.1.7.4,Newfoundland and Labrador,25 to 34 years,Both sexes,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116749172,N/A,F
7.6.2.1.1,Newfoundland and Labrador,25 to 34 years,Male,"Total, job satisfaction",Number of persons,Persons,thousands,v116749173,25.0,N/A
7.6.2.1.2,Newfoundland and Labrador,25 to 34 years,Male,"Total, job satisfaction",Percentage of persons,Percent,units ,v116749174,100.0,N/A
7.6.2.1.3,Newfoundland and Labrador,25 to 34 years,Male,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116749175,100.0,N/A
7.6.2.1.4,Newfoundland and Labrador,25 to 34 years,Male,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116749176,100.0,N/A
7.6.2.8.1,Newfoundland and Labrador,25 to 34 years,Male,Very satisfied or satisfied,Number of persons,Persons,thousands,v116749177,18.0,N/A
7.6.2.8.2,Newfoundland and Labrador,25 to 34 years,Male,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116749178,71.2,N/A
7.6.2.8.3,Newfoundland and Labrador,25 to 34 years,Male,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116749179,50.7,N/A
7.6.2.8.4,Newfoundland and Labrador,25 to 34 years,Male,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116749180,85.7,N/A
7.6.2.2.1,Newfoundland and Labrador,25 to 34 years,Male,Very satisfied,Number of persons,Persons,thousands,v116749181,6.0,E
7.6.2.2.2,Newfoundland and Labrador,25 to 34 years,Male,Very satisfied,Percentage of persons,Percent,units ,v116749182,25.7,E
7.6.2.2.3,Newfoundland and Labrador,25 to 34 years,Male,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116749183,13.6,N/A
7.6.2.2.4,Newfoundland and Labrador,25 to 34 years,Male,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116749184,43.2,N/A
7.6.2.3.1,Newfoundland and Labrador,25 to 34 years,Male,Satisfied,Number of persons,Persons,thousands,v116749185,11.0,E
7.6.2.3.2,Newfoundland and Labrador,25 to 34 years,Male,Satisfied,Percentage of persons,Percent,units ,v116749186,45.5,E
7.6.2.3.3,Newfoundland and Labrador,25 to 34 years,Male,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116749187,29.6,N/A
7.6.2.3.4,Newfoundland and Labrador,25 to 34 years,Male,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116749188,62.5,N/A
7.6.2.4.1,Newfoundland and Labrador,25 to 34 years,Male,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116749189,N/A,F
7.6.2.4.2,Newfoundland and Labrador,25 to 34 years,Male,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116749190,N/A,F
7.6.2.4.3,Newfoundland and Labrador,25 to 34 years,Male,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116749191,N/A,F
7.6.2.4.4,Newfoundland and Labrador,25 to 34 years,Male,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116749192,N/A,F
7.6.2.9.1,Newfoundland and Labrador,25 to 34 years,Male,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116749193,N/A,F
7.6.2.9.2,Newfoundland and Labrador,25 to 34 years,Male,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116749194,N/A,F
7.6.2.9.3,Newfoundland and Labrador,25 to 34 years,Male,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116749195,N/A,F
7.6.2.9.4,Newfoundland and Labrador,25 to 34 years,Male,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116749196,N/A,F
7.6.2.5.1,Newfoundland and Labrador,25 to 34 years,Male,Dissatisfied,Number of persons,Persons,thousands,v116749197,N/A,F
7.6.2.5.2,Newfoundland and Labrador,25 to 34 years,Male,Dissatisfied,Percentage of persons,Percent,units ,v116749198,N/A,F
7.6.2.5.3,Newfoundland and Labrador,25 to 34 years,Male,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116749199,N/A,F
7.6.2.5.4,Newfoundland and Labrador,25 to 34 years,Male,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116749200,N/A,F
7.6.2.6.1,Newfoundland and Labrador,25 to 34 years,Male,Very dissatisfied,Number of persons,Persons,thousands,v116749201,N/A,F
7.6.2.6.2,Newfoundland and Labrador,25 to 34 years,Male,Very dissatisfied,Percentage of persons,Percent,units ,v116749202,N/A,F
7.6.2.6.3,Newfoundland and Labrador,25 to 34 years,Male,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116749203,N/A,F
7.6.2.6.4,Newfoundland and Labrador,25 to 34 years,Male,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116749204,N/A,F
7.6.2.7.1,Newfoundland and Labrador,25 to 34 years,Male,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116749205,N/A,F
7.6.2.7.2,Newfoundland and Labrador,25 to 34 years,Male,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116749206,N/A,F
7.6.2.7.3,Newfoundland and Labrador,25 to 34 years,Male,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116749207,N/A,F
7.6.2.7.4,Newfoundland and Labrador,25 to 34 years,Male,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116749208,N/A,F
7.6.3.1.1,Newfoundland and Labrador,25 to 34 years,Female,"Total, job satisfaction",Number of persons,Persons,thousands,v116749209,20.0,N/A
7.6.3.1.2,Newfoundland and Labrador,25 to 34 years,Female,"Total, job satisfaction",Percentage of persons,Percent,units ,v116749210,100.0,N/A
7.6.3.1.3,Newfoundland and Labrador,25 to 34 years,Female,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116749211,100.0,N/A
7.6.3.1.4,Newfoundland and Labrador,25 to 34 years,Female,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116749212,100.0,N/A
7.6.3.8.1,Newfoundland and Labrador,25 to 34 years,Female,Very satisfied or satisfied,Number of persons,Persons,thousands,v116749213,18.0,N/A
7.6.3.8.2,Newfoundland and Labrador,25 to 34 years,Female,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116749214,88.9,N/A
7.6.3.8.3,Newfoundland and Labrador,25 to 34 years,Female,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116749215,76.8,N/A
7.6.3.8.4,Newfoundland and Labrador,25 to 34 years,Female,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116749216,95.1,N/A
7.6.3.2.1,Newfoundland and Labrador,25 to 34 years,Female,Very satisfied,Number of persons,Persons,thousands,v116749217,7.0,E
7.6.3.2.2,Newfoundland and Labrador,25 to 34 years,Female,Very satisfied,Percentage of persons,Percent,units ,v116749218,33.9,E
7.6.3.2.3,Newfoundland and Labrador,25 to 34 years,Female,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116749219,21.6,N/A
7.6.3.2.4,Newfoundland and Labrador,25 to 34 years,Female,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116749220,48.8,N/A
7.6.3.3.1,Newfoundland and Labrador,25 to 34 years,Female,Satisfied,Number of persons,Persons,thousands,v116749221,11.0,N/A
7.6.3.3.2,Newfoundland and Labrador,25 to 34 years,Female,Satisfied,Percentage of persons,Percent,units ,v116749222,55.0,N/A
